Project_Group,Test_case,Tokens(Sorted by Importance),Attribution_Scores(Sorted),Predicted_Class,True_Class,Test_Pred_Logit,Test_Confidence_Score
2,"['    @Test\n    public void parentAddRemoveTest() {\n        PreferenceManager manager = new PreferenceManager(mContext);\n\n        PreferenceScreen screen = manager.createPreferenceScreen(mContext);\n        assertNull(screen.getParent());\n\n        PreferenceCategory category = new PreferenceCategory(mContext);\n        assertNull(category.getParent());\n\n        CheckBoxPreference pref = new CheckBoxPreference(mContext);\n        assertNull(pref.getParent());\n\n        screen.addPreference(category);\n        assertEquals(screen, category.getParent());\n\n        category.addPreference(pref);\n        assertEquals(category, pref.getParent());\n\n        screen.removePreference(category);\n        assertNull(category.getParent());\n\n        category.removePreference(pref);\n        assertNull(pref.getParent());\n    }\n']",screen;category;Preference;remove;Equals;Parent;pre;Parent;Preference;Preference,6.984919309616089e-10;5.238689482212067e-10;4.94765117764473e-10;4.656612873077393e-10;4.220055416226387e-10;3.7834979593753815e-10;3.7834979593753815e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.2014213502407074e-10,5,5,"[-5.878538131713867, -5.497560024261475, -4.669625282287598, -5.739099025726318, -5.376607418060303, -0.024408074095845222]",0.9758874177932739
2,"['    @Test\n    public void parentReassignTest() {\n        PreferenceManager manager = new PreferenceManager(mContext);\n\n        PreferenceScreen screen = manager.createPreferenceScreen(mContext);\n\n        PreferenceCategory category1 = new PreferenceCategory(mContext);\n        screen.addPreference(category1);\n        PreferenceCategory category2 = new PreferenceCategory(mContext);\n        screen.addPreference(category2);\n\n        CheckBoxPreference pref = new CheckBoxPreference(mContext);\n        assertNull(pref.getParent());\n\n        category1.addPreference(pref);\n        assertEquals(category1, pref.getParent());\n\n        category1.removePreference(pref);\n        category2.addPreference(pref);\n        assertEquals(category2, pref.getParent());\n    }\n']",Null;Preference;Reassign;manager;category;screen;Check;Preference;pre;Equals,3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;2.9103830456733704e-10;2.9103830456733704e-10;2.764863893389702e-10,5,5,"[-5.9047393798828125, -5.517270088195801, -4.667450904846191, -5.748440265655518, -5.389080047607422, -0.024183407425880432]",0.976106584072113
2,"['    @Test\n    public void parentDoubleAddTest() throws InterruptedException {\n        PreferenceManager manager = new PreferenceManager(mContext);\n\n        PreferenceScreen screen = manager.createPreferenceScreen(mContext);\n\n        PreferenceCategory category1 = new PreferenceCategory(mContext);\n        screen.addPreference(category1);\n        PreferenceCategory category2 = new PreferenceCategory(mContext);\n        screen.addPreference(category2);\n\n        CheckBoxPreference pref = new CheckBoxPreference(mContext);\n        assertNull(pref.getParent());\n\n        category1.addPreference(pref);\n        category2.addPreference(pref);\n\n        assertEquals(category2, pref.getParent());\n    }\n']",parent;Interrupted;create;Preference;manager;Preference;Screen;screen;Check;screen,1.5133991837501526e-09;9.022187441587448e-10;6.984919309616089e-10;4.3655745685100555e-10;4.0745362639427185e-10;3.637978807091713e-10;3.4924596548080444e-10;2.9103830456733704e-10;2.9103830456733704e-10;2.9103830456733704e-10,5,5,"[-5.902348041534424, -5.517516136169434, -4.674542427062988, -5.746400356292725, -5.382071018218994, -0.0241607166826725]",0.9761288166046143
2,"['    @Test\n    public void bindViewHolder_singleLineTitleNotSet_shouldNotSetSingleLine() {\n        PreferenceViewHolder holder = PreferenceViewHolder.createInstanceForTests(mViewGroup);\n        mPreference.onBindViewHolder(holder);\n\n        verify(mTitleView, never()).setSingleLine(anyBoolean());\n    }\n']",Preference;Set;never;View;on;single;any;Single;older;verify,2.0372681319713593e-09;1.280568540096283e-09;9.022187441587448e-10;6.984919309616089e-10;5.820766091346741e-10;5.820766091346741e-10;5.238689482212067e-10;5.238689482212067e-10;4.656612873077393e-10;3.4924596548080444e-10,5,5,"[-5.962741374969482, -5.554869174957275, -4.624457359313965, -5.839193344116211, -5.404603958129883, -0.02394181303679943]",0.976342499256134
2,['    @Test\n    public void bindViewHolder_singleLineTitleSetToTrue_shouldSetSingleLineToTrue() {\n        PreferenceViewHolder holder = PreferenceViewHolder.createInstanceForTests(mViewGroup);\n        mPreference.setSingleLineTitle(true);\n        mPreference.onBindViewHolder(holder);\n\n        verify(mTitleView).setSingleLine(true);\n    }\n'],Preference;on;Instance;Line;Line;verify;Single;View;Single;set,9.89530235528946e-10;6.984919309616089e-10;5.529727786779404e-10;5.238689482212067e-10;5.238689482212067e-10;4.656612873077393e-10;4.656612873077393e-10;4.656612873077393e-10;4.0745362639427185e-10;3.4924596548080444e-10,5,5,"[-5.967735767364502, -5.556130409240723, -4.627190589904785, -5.8356804847717285, -5.406292915344238, -0.023898979648947716]",0.9763843417167664
2,"['    @Test\n    public void testNameImplies() {\n        // check the compat <<ALL BINDINGS>> name\n        assertEquals(new JndiPermission(""<<ALL BINDINGS>>"", ""*""), new JndiPermission(""-"", ""*""));\n\n        // check the root - name\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission(""-"", ""*"")));\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission("""", ""*"")));\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission(""foo"", ""*"")));\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission(""foo/"", ""*"")));\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission(""foo/bar/baz/zap"", ""*"")));\n        assertTrue(new JndiPermission(""-"", ""*"").implies(new JndiPermission(""java:foo"", ""*"")));\n\n        // check the non-root - name\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""/-"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""/"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""//"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""////"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""/foo/"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""/foo/bar/baz/zap"", ""*"")));\n        assertTrue(new JndiPermission(""/-"", ""*"").implies(new JndiPermission(""java:/foo"", ""*"")));\n\n        assertTrue(new JndiPermission(""foo/-"", ""*"").implies(new JndiPermission(""foo/-"", ""*"")));\n        assertTrue(new JndiPermission(""foo/-"", ""*"").implies(new JndiPermission(""foo/foo"", ""*"")));\n        assertTrue(new JndiPermission(""foo/-"", ""*"").implies(new JndiPermission(""foo/foo"", ""*"")));\n        assertTrue(new JndiPermission(""foo/-"", ""*"").implies(new JndiPermission(""foo/foo/"", ""*"")));\n        assertTrue(new JndiPermission(""foo/-"", ""*"").implies(new JndiPermission(""foo/foo/bar/baz/zap"", ""*"")));\n        assertTrue(new JndiPermission(""foo/-"", ""*"").implies(new JndiPermission(""java:foo/foo"", ""*"")));\n\n        // check the * name\n        assertTrue(new JndiPermission(""*"", ""*"").implies(new JndiPermission("""", ""*"")));\n        assertTrue(new JndiPermission(""*"", ""*"").implies(new JndiPermission(""foo"", ""*"")));\n        assertFalse(new JndiPermission(""*"", ""*"").implies(new JndiPermission(""foo/bar"", ""*"")));\n        assertFalse(new JndiPermission(""*"", ""*"").implies(new JndiPermission(""foo/"", ""*"")));\n        assertFalse(new JndiPermission(""*"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n        assertTrue(new JndiPermission(""*/*"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n        assertTrue(new JndiPermission(""/*"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n        assertTrue(new JndiPermission(""*/foo"", ""*"").implies(new JndiPermission(""/foo"", ""*"")));\n\n        // check java: support\n        assertEquals(new JndiPermission(""java:"", ""*""), new JndiPermission("""", ""*""));\n        assertEquals(new JndiPermission(""java:/"", ""*""), new JndiPermission(""/"", ""*""));\n        assertEquals(new JndiPermission(""java:-"", ""*""), new JndiPermission(""-"", ""*""));\n        assertEquals(new JndiPermission(""java:*"", ""*""), new JndiPermission(""*"", ""*""));\n    }\n']",Implies;INDINGS;the;Permission;Permission;ap;foo;Permission;Permission;foo,9.313225746154785e-10;4.656612873077393e-10;3.5652192309498787e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.055902197957039e-10;3.055902197957039e-10;2.9103830456733704e-10,5,5,"[-5.8399577140808105, -5.400411605834961, -4.67145299911499, -5.721358776092529, -5.4023027420043945, -0.02487051486968994]",0.9754362106323242
2,"['    @Test\n    public void testActions() {\n        assertEquals(new JndiPermission(""foo"", ""*""), new JndiPermission(""foo"", ""all""));\n        assertEquals(new JndiPermission(""foo"", ""*""), new JndiPermission(""foo"", ""lookup,bind,rebind,unbind,list,listBindings,createSubcontext,destroySubcontext,addNamingListener""));\n        assertEquals(new JndiPermission(""foo"", ""*""), new JndiPermission(""foo"", ""unbind,list,listBindings,createSubcontext,destroySubcontext,addNamingListener,lookup,bind,rebind""));\n\n        assertTrue(new JndiPermission(""foo"", ""*"").implies(new JndiPermission(""foo"", ""lookup"")));\n        assertTrue(new JndiPermission(""foo"", """").implies(new JndiPermission(""foo"", """")));\n        assertTrue(new JndiPermission(""foo"", ""*"").implies(new JndiPermission(""foo"", """")));\n        assertFalse(new JndiPermission(""foo"", """").implies(new JndiPermission(""foo"", ""bind"")));\n        assertTrue(new JndiPermission(""foo"", """").withActions(""bind"").implies(new JndiPermission(""foo"", ""bind"")));\n        assertFalse(new JndiPermission(""foo"", ""unbind"").withoutActions(""unbind"").implies(new JndiPermission(""foo"", ""unbind"")));\n    }\n']",ctions;implies;bind;Permission;unbind;Equals;Permission;foo;nd;all,1.6298145055770874e-09;6.257323548197746e-10;4.656612873077393e-10;4.0745362639427185e-10;3.2014213502407074e-10;3.2014213502407074e-10;3.019522409886122e-10;2.9103830456733704e-10;2.9103830456733704e-10;2.764863893389702e-10,5,5,"[-5.818447589874268, -5.410068511962891, -4.6866350173950195, -5.684248924255371, -5.37126350402832, -0.025018995627760887]",0.9752914905548096
2,"['    @Test\n    public void testCollection() {\n        final PermissionCollection permissionCollection = new JndiPermission("""", """").newPermissionCollection();\n        Enumeration<Permission> e;\n        permissionCollection.add(new JndiPermission(""foo/bar"", ""lookup,bind""));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind"")));\n        assertFalse(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind,unbind"")));\n        assertFalse(permissionCollection.implies(new JndiPermission(""foo/bar"", ""unbind"")));\n        assertNotNull(e = permissionCollection.elements());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""foo/bar"", ""lookup,bind""), e.nextElement());\n        assertFalse(e.hasMoreElements());\n        permissionCollection.add(new JndiPermission(""foo/bar"", ""unbind""));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind,unbind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""unbind"")));\n        assertNotNull(e = permissionCollection.elements());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""foo/bar"", ""lookup,bind,unbind""), e.nextElement());\n        assertFalse(e.hasMoreElements());\n        permissionCollection.add(new JndiPermission(""-"", ""lookup""));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind,unbind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""unbind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""baz/zap"", ""lookup"")));\n        assertTrue(permissionCollection.implies(new JndiPermission("""", ""lookup"")));\n        assertFalse(permissionCollection.implies(new JndiPermission(""baz/zap"", ""lookup,bind,unbind"")));\n        assertFalse(permissionCollection.implies(new JndiPermission(""baz/zap"", ""unbind"")));\n        assertNotNull(e = permissionCollection.elements());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""foo/bar"", ""lookup,bind,unbind""), e.nextElement());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""-"", ""lookup""), e.nextElement());\n        assertFalse(e.hasMoreElements());\n        permissionCollection.add(new JndiPermission(""-"", ""bind,unbind""));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""lookup,bind,unbind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""foo/bar"", ""unbind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""baz/zap"", ""lookup"")));\n        assertTrue(permissionCollection.implies(new JndiPermission("""", ""lookup"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""baz/zap"", ""lookup,bind,unbind"")));\n        assertTrue(permissionCollection.implies(new JndiPermission(""baz/zap"", ""unbind"")));\n        assertNotNull(e = permissionCollection.elements());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""-"", ""lookup,bind,unbind""), e.nextElement());\n        assertFalse(e.hasMoreElements());\n    }\n']",add;Enumeration;Permission;new;bar;bar;Collection;unbind;permission;Collection,1.7462298274040222e-09;7.566995918750763e-10;4.3655745685100555e-10;4.0745362639427185e-10;4.0745362639427185e-10;3.637978807091713e-10;3.2014213502407074e-10;3.2014213502407074e-10;3.055902197957039e-10;2.9103830456733704e-10,5,5,"[-5.874904155731201, -5.48396110534668, -4.655073165893555, -5.745625019073486, -5.404012680053711, -0.024467170238494873]",0.9758296012878418
2,"['    @Test\n    public void testSecurity() {\n        assertEquals(new JndiPermission(""-"", Integer.MAX_VALUE).getActionBits(), JndiPermission.ACTION_ALL);\n        assertEquals(new JndiPermission(""-"", Integer.MAX_VALUE), new JndiPermission(""-"", ""*""));\n    }\n']",ACTION;Permission;Equals;Equals;Action;VALUE;its;Permission;nd;MAX,1.6298145055770874e-09;1.3969838619232178e-09;8.585629984736443e-10;4.656612873077393e-10;3.4924596548080444e-10;1.7462298274040222e-10;1.1641532182693481e-10;0.0;0.0;0.0,5,5,"[-5.921574115753174, -5.583673000335693, -4.648899555206299, -5.788690090179443, -5.353322982788086, -0.02409403771162033]",0.9761937856674194
2,"['    @Test\n    public void testSerialization() {\n        final JndiPermission jndiPermission = new JndiPermission(""foo/blap/-"", ""bind,lookup"");\n        assertEquals(jndiPermission, ((SerializedJndiPermission)jndiPermission.writeReplace()).readResolve());\n    }\n']",Replace;Serialization;Permission;nd;Equals;bind;blap;Permission;write;nd,1.9208528101444244e-09;1.367880031466484e-09;6.984919309616089e-10;5.820766091346741e-10;4.94765117764473e-10;4.656612873077393e-10;4.656612873077393e-10;4.0745362639427185e-10;2.3283064365386963e-10;2.3283064365386963e-10,5,5,"[-5.935545444488525, -5.528849124908447, -4.644135475158691, -5.819289207458496, -5.398242950439453, -0.024012457579374313]",0.9762735366821289
2,"['    @Test\n    public void testCollectionSecurity() {\n        final PermissionCollection permissionCollection = new JndiPermission("""", """").newPermissionCollection();\n        permissionCollection.add(new JndiPermission(""foo/bar"", ""unbind,rebind""));\n        permissionCollection.setReadOnly();\n        try {\n            permissionCollection.add(new JndiPermission(""fob/baz"", ""unbind,rebind""));\n            fail(""Expected exception"");\n        } catch (SecurityException ignored) {\n        }\n    }\n']",Only;Read;Collection;add;fail;ignored;final;Permission;Expected;ob,5.820766091346741e-10;5.820766091346741e-10;5.238689482212067e-10;4.94765117764473e-10;4.656612873077393e-10;4.656612873077393e-10;4.656612873077393e-10;4.0745362639427185e-10;4.0745362639427185e-10;3.92901711165905e-10,5,5,"[-5.981627464294434, -5.5696306228637695, -4.641201019287109, -5.805319309234619, -5.406722068786621, -0.02376057766377926]",0.9765194654464722
2,"['    @Test\n    public void testCollectionSerialization() {\n        final PermissionCollection permissionCollection = new JndiPermission("""", """").newPermissionCollection();\n        permissionCollection.add(new JndiPermission(""foo/bar"", ""createSubcontext,rebind""));\n        permissionCollection.add(new JndiPermission(""foo"", ""addNamingListener""));\n        permissionCollection.add(new JndiPermission(""-"", ""lookup,rebind""));\n        final PermissionCollection other = (PermissionCollection) ((SerializedJndiPermissionCollection) ((JndiPermissionCollection)permissionCollection).writeReplace()).readResolve();\n        Enumeration<Permission> e;\n        assertNotNull(e = other.elements());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""foo/bar"", ""createSubcontext,rebind""), e.nextElement());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""foo"", ""addNamingListener""), e.nextElement());\n        assertTrue(e.hasMoreElements());\n        assertEquals(new JndiPermission(""-"", ""lookup,rebind""), e.nextElement());\n        assertFalse(e.hasMoreElements());\n    }\n']",Listener;Replace;Listener;Collection;permission;has;Permission;bar;next;next,6.402842700481415e-10;5.820766091346741e-10;4.656612873077393e-10;4.0745362639427185e-10;2.764863893389702e-10;2.6193447411060333e-10;2.473825588822365e-10;2.3283064365386963e-10;2.0372681319713593e-10;2.0372681319713593e-10,5,5,"[-5.888786792755127, -5.501191139221191, -4.664426803588867, -5.739405632019043, -5.396916389465332, -0.02431732974946499]",0.9759759306907654
2,"['    @Test\n    public void testGetParentContext() throws Exception {\n        final ServiceName nameA = ServiceName.JBOSS.append(""a"");\n        final ServiceName nameP = ServiceName.JBOSS.append(""p"");\n        final ServiceName namePC = ServiceName.JBOSS.append(""p"",""c"");\n        final ServiceName nameZ = ServiceName.JBOSS.append(""z"");\n        ExternalContextsNavigableSet set = new ExternalContextsNavigableSet();\n        set.addExternalContext(nameP);\n        assertNull(set.getParentExternalContext(nameA));\n        assertNull(set.getParentExternalContext(nameP));\n        assertNotNull(set.getParentExternalContext(namePC));\n        assertEquals(nameP, set.getParentExternalContext(namePC));\n        assertNull(set.getParentExternalContext(nameZ));\n    }\n']",JBOSS;Navigable;PC;Parent;final;Context;Service;External;name;set,7.275957614183426e-10;6.984919309616089e-10;5.820766091346741e-10;5.820766091346741e-10;3.7834979593753815e-10;3.7834979593753815e-10;3.4924596548080444e-10;3.4924596548080444e-10;3.2014213502407074e-10;3.2014213502407074e-10,5,5,"[-5.943282127380371, -5.5290608406066895, -4.644615650177002, -5.797294616699219, -5.430710792541504, -0.023905614390969276]",0.9763778448104858
2,"['    @Test\n    public void testBindNoOwner() throws Exception {\n        try {\n            store.bind(new CompositeName(""test""), new Object());\n            fail(""Should have failed with a read-only context exception"");\n        } catch (UnsupportedOperationException expected) {\n        }\n    }\n']",Owner;catch;Composite;store;Should;Name;Exception;new;have;expected,1.4551915228366852e-09;6.984919309616089e-10;6.984919309616089e-10;5.820766091346741e-10;4.656612873077393e-10;3.4924596548080444e-10;2.9103830456733704e-10;2.9103830456733704e-10;2.3283064365386963e-10;2.3283064365386963e-10,5,5,"[-5.985887050628662, -5.486613750457764, -4.595634460449219, -5.873935699462891, -5.441779136657715, -0.024185268208384514]",0.9761048555374146
2,"['    @Test\n    public void testBind() throws Exception {\n        final Name name = new CompositeName(""test"");\n        final Object value = new Object();\n        WritableServiceBasedNamingStore.pushOwner(OWNER_FOO);\n        try {\n            store.bind(name, value);\n        } finally {\n            WritableServiceBasedNamingStore.popOwner();\n        }\n        assertEquals(value, store.lookup(name));\n    }\n']",Store;Composite;value;Based;name;Writable;pop;Service;Store;Name,8.149072527885437e-10;4.656612873077393e-10;4.3655745685100555e-10;3.4924596548080444e-10;2.3283064365386963e-10;1.4551915228366852e-10;1.1641532182693481e-10;8.731149137020111e-11;5.820766091346741e-11;2.9103830456733704e-11,5,5,"[-5.98177433013916, -5.546341419219971, -4.620306015014648, -5.834256649017334, -5.420886039733887, -0.02390829101204872]",0.9763753414154053
2,"['    @Test\n    public void testBindNested() throws Exception {\n        final Name name = new CompositeName(""nested/test"");\n        final Object value = new Object();\n        WritableServiceBasedNamingStore.pushOwner(OWNER_FOO);\n        try {\n            store.bind(name, value);\n        } finally {\n            WritableServiceBasedNamingStore.popOwner();\n        }\n        assertEquals(value, store.lookup(name));\n    }\n']",Equals;Owner;Bind;store;Writable;Writable;ested;Store;Exception;Service,1.3387762010097504e-09;7.275957614183426e-10;6.984919309616089e-10;6.984919309616089e-10;6.984919309616089e-10;5.238689482212067e-10;4.656612873077393e-10;3.92901711165905e-10;3.4924596548080444e-10;3.4924596548080444e-10,5,5,"[-5.967643737792969, -5.554007053375244, -4.627659320831299, -5.821444511413574, -5.404653072357178, -0.023953335359692574]",0.9763312935829163
2,"['    @Test\n    public void testUnbind() throws Exception {\n        final Name name = new CompositeName(""test"");\n        final Object value = new Object();\n        WritableServiceBasedNamingStore.pushOwner(OWNER_FOO);\n        try {\n            store.bind(name, value);\n            store.unbind(name);\n        } finally {\n            WritableServiceBasedNamingStore.popOwner();\n        }\n        try {\n            store.lookup(name);\n            fail(""Should have thrown name not found"");\n        } catch (NameNotFoundException expect) {\n        }\n    }\n']",fail;Owner;Exception;lookup;OWNER;Should;Writable;Store;name;final,7.275957614183426e-10;5.820766091346741e-10;5.820766091346741e-10;4.656612873077393e-10;4.656612873077393e-10;4.656612873077393e-10;4.0745362639427185e-10;3.7834979593753815e-10;3.7834979593753815e-10;3.346940502524376e-10,5,5,"[-5.992171287536621, -5.519493103027344, -4.621570110321045, -5.836740493774414, -5.435112953186035, -0.023905964568257332]",0.976377546787262
2,"['    @Test\n    public void testUnBindNoOwner() throws Exception {\n        try {\n            store.unbind(new CompositeName(""test""));\n            fail(""Should have failed with a read-only context exception"");\n        } catch (UnsupportedOperationException expected) {\n        }\n    }\n']",No;Should;Bind;Exception;new;Owner;Operation;Un;have;with,1.862645149230957e-09;1.280568540096283e-09;1.1641532182693481e-09;9.313225746154785e-10;6.984919309616089e-10;3.4924596548080444e-10;3.4924596548080444e-10;2.3283064365386963e-10;1.1641532182693481e-10;2.9103830456733704e-11,5,5,"[-5.983940124511719, -5.502541542053223, -4.6005144119262695, -5.870360851287842, -5.4292731285095215, -0.02413918823003769]",0.9761499166488647
2,"['    @Test\n    public void testCreateSubcontext() throws Exception {\n        WritableServiceBasedNamingStore.pushOwner(OWNER_FOO);\n        try {\n            assertTrue(((NamingContext) store.createSubcontext(new CompositeName(""test""))).getNamingStore() instanceof WritableServiceBasedNamingStore);\n        } finally {\n            WritableServiceBasedNamingStore.popOwner();\n        }\n    }\n']",OWNER;pop;aming;Service;Based;Service;aming;Store;push;Writable,3.259629011154175e-09;1.1641532182693481e-09;6.984919309616089e-10;4.0745362639427185e-10;3.4924596548080444e-10;3.2014213502407074e-10;2.9103830456733704e-10;2.9103830456733704e-10;2.9103830456733704e-10;2.6193447411060333e-10,5,5,"[-5.928086280822754, -5.534379959106445, -4.663361072540283, -5.7848100662231445, -5.362245559692383, -0.02409939095377922]",0.9761887788772583
2,"['    @Test\n    public void testCreateSubContextNoOwner() throws Exception {\n        try {\n            store.createSubcontext(new CompositeName(""test""));\n            fail(""Should have failed with a read-only context exception"");\n        } catch (UnsupportedOperationException expected) {\n        }\n    }\n']",catch;fail;Operation;with;read;Subcontext;exception;expected;Name;Owner,3.725290298461914e-09;1.3969838619232178e-09;9.313225746154785e-10;8.731149137020111e-10;7.566995918750763e-10;6.402842700481415e-10;5.820766091346741e-10;4.656612873077393e-10;4.220055416226387e-10;3.637978807091713e-10,5,5,"[-5.991027355194092, -5.506957530975342, -4.596217155456543, -5.875072002410889, -5.429966926574707, -0.024130111560225487]",0.9761586785316467
2,"['    @Test\n    public void testRebind() throws Exception {\n        final Name name = new CompositeName(""test"");\n        final Object value = new Object();\n        final Object newValue = new Object();\n        WritableServiceBasedNamingStore.pushOwner(OWNER_FOO);\n        try {\n            store.bind(name, value);\n            store.rebind(name, newValue);\n        } finally {\n            WritableServiceBasedNamingStore.popOwner();\n        }\n        assertEquals(newValue, store.lookup(name));\n    }\n']",Rebind;Owner;bind;Equals;Based;new;Writable;aming;lookup;Object,1.5133991837501526e-09;8.149072527885437e-10;6.984919309616089e-10;5.238689482212067e-10;4.94765117764473e-10;4.656612873077393e-10;3.7834979593753815e-10;3.4924596548080444e-10;2.6193447411060333e-10;2.3283064365386963e-10,5,5,"[-5.960296630859375, -5.5659871101379395, -4.636453628540039, -5.807957649230957, -5.396566867828369, -0.023916440084576607]",0.9763674139976501
2,"['    @Test\n    public void testRebindNoOwner() throws Exception {\n        try {\n            store.rebind(new CompositeName(""test""), new Object());\n            fail(""Should have failed with a read-only context exception"");\n        } catch (UnsupportedOperationException expected) {\n        }\n    }\n']",catch;rebind;Exception;exception;Composite;new;only;failed;No;new,2.0954757928848267e-09;1.4551915228366852e-09;5.820766091346741e-10;4.656612873077393e-10;2.3283064365386963e-10;1.4551915228366852e-10;1.1641532182693481e-10;1.1641532182693481e-10;0.0;0.0,5,5,"[-5.985851287841797, -5.492311954498291, -4.598923683166504, -5.872997760772705, -5.439629077911377, -0.024139653891324997]",0.9761493802070618
