#Test=1
Token,Attribution,Predicted_class,True_class,Test_Pred_logit,Test_confidence_score
hello,1.6298145e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Protocol,1.5133992e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Handlers,1.5133992e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
ping,1.3969839e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Protocol,1.39698382e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Version2,1.3387761999999998e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
impl,1.2223609e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
WRITABLE,1.1641532e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
new,1.1641532e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
server,1.1641532e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Verbose,1.1059456000000001e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Protocol0,1.10594554e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Version2,9.895302e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Bind,9.313226e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
hello,9.313226e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
throws,8.1490725e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Exception,8.1490725e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Test,6.9849193e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
conf,6.9849193e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
set,4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
client,4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
set,4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
set,3.4924597e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
void,2.3283064e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
get,2.3283064e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Server,2.3283064e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
false,1.1641532e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
0,1.1641532e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Test,1.1641532e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
reset,5.820766e-11,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
server,5.820766e-11,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
impl,2.910383e-11,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
set,0.0,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Address,0.0,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
echo,0.0,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Cache,0.0,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
test,-1.1641532e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
ADDRESS,-1.1641533000000003e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
class,-2.3283064e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Protocol,-2.3283064e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
set,-2.3283064e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Protocol2,-2.3283068000000004e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Num,-4.0745363e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Signature,-4.656612699999999e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Connect,-4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
echo,-4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
server,-4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Equals,-4.656613e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Test,-5.820766e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
2,-6.9849193e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
set,-6.9849193e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Net,-9.313226e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Client,-9.313226e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
client,-9.313226e-10,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Port,-1.1641532e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Address,-1.1641532e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
addr,-1.3969839e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
class,-1.6298145e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
client,-1.8626451e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
3,-1.8626451e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
build,-1.8626451e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
impl,-2.0954758e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Impl2,-2.1536835e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
RPC,-2.7939677e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
Client,-3.259629e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
new,-4.1909516e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
server,-4.1909516e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
assert,-7.450581e-09,[0],4,"[-0.13708317279815674, -2.68233060836792, -3.727395534515381, -4.555001258850098, -3.905555248260498, -5.298490524291992]",0.8718976974487305
#Test=26
Token,Attribution,Predicted_class,True_class,Test_Pred_logit,Test_confidence_score
activate,1.8626451e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Interval,1.5133992e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
assert,1.3969839e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
new,1.3969839e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
QName,1.2805685500000002e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Service,1.0477379e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
new,1.0186341e-09,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Simple,9.313226e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Count,8.731149e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Test,8.1490725e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Target,7.566996e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
jbi,7.5669959e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
endpoint,7.421477e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
void,7.2759576e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
flush,6.9849193e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Endpoint,6.4028428e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
receiver,6.4028428e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
reset,6.4028427e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
QName,6.257323e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Messages,5.820766200000001e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
activate,5.820766e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
flush,5.2386895e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Messages,5.2386895e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
new,5.2386895e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
receiver,4.947651e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
endpoint,4.656613e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Repeat,4.656613e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
get,4.656613e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Down,4.656613e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
1,4.0745363e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
public,4.0745363e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
0,4.0745363e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
jbi,4.0745361999999997e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
1000,3.4924597e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
receiver,3.4924597e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
0,3.4924597e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
set,2.910383e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
quartz,2.910383e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Down,2.910383e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
jbi,2.6193447e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Trigger,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
set,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Quartz,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
true,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
start,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
endpoint,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
set,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
get,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
count,2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
count,2.0372681e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
JBIContainer,1.7462300000000004e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
new,1.7462298e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
jbi,1.7462298e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
size,1.7462298e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Message,1.4551915e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
endpoint,1.4551915e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
start,1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
receiver,1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
trigger,1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
throws,1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Receiver,1.0186341000000001e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
jbi,8.731149e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Down,8.731149e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Down,5.820766e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Endpoint,2.910383000000001e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
jbi,1.4551909999999995e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
set,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
set,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Set,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
new,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
set,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
trigger,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Quartz,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
shut,0.0,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Receiver,-2.9103829999999983e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Endpoint,-4.3655740000000004e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Down,-5.820766e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
new,-5.820766e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
get,-5.820766e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Message,-8.731149e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Receiver,-8.731149e-11,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Message,-1.05501385e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
0,-1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
test,-1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
get,-1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
quartz,-1.1641532e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
quartz,-1.1641535000000007e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Receiver,-1.7462299e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Messages,-1.8917489600000001e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
List,-2.0372681e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Component,-2.0372681e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Exception,-2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
receiver,-2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Component,-2.3283064e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
flush,-2.6193447e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
Component,-2.910383e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
List,-2.910383e-10,[0],0,"[-0.11346375197172165, -3.2153921127319336, -3.38437819480896, -4.573005199432373, -4.124908924102783, -5.000695705413818]",0.892736554145813
