Predictions_Fold_0,Predictions_Fold_1,Predictions_Fold_2,Predictions_Fold_3,Predictions_Fold_4,Tokens_Fold_0,Tokens_Fold_1,Tokens_Fold_2,Tokens_Fold_3,Tokens_Fold_4
5.0,2.0,0.0,5.0,3.0,"['LinkedHashMap', 'JSON', 'WriteClassName', 'assertTrue', 'equals']","['2011-01-09T13:49:53', '254', 'Date', 'parse', 'Zone']","['perform', 'post', 'content', 'contentType', 'andReturn']","['JSON', 'toJSON', 'put', 'properties', 'assertEquals']","['HashSet', 'Map', 'Entry', 'JSON', 'toString']"
5.0,0.0,5.0,5.0,5.0,"['encode', 'replace', 'split', 'put', 'assertEquals']","['post', 'perform', 'content', 'contentType', 'andDo']","['LinkedHashMap', 'JSON', 'Model', 'Map', 'class']","['JSON', 'toJSONString', 'filter', 'SerializerFeature', 'WriteNullStringAsEmpty']","['JSON', 'toJSONString', 'filter', 'SerializerFeature', 'WriteNullStringAsEmpty']"
5.0,5.0,5.0,2.0,5.0,"['getClassPrefix', 'toString', 'assertEquals', 'new', 'int']","['new', 'boolean', 'array', 'toString', 'getClassPrefix']","['new', 'char', 'Array', 'String', 'assertEquals']","['UTC', 'midnight', 'precision', 'platform', 'zone']","['JSON', 'parseObject', 'assertEquals', 'JSON.toJSONString', 'SerializerFeature']"
5.0,5.0,5.0,2.0,5.0,"['new', 'long', 'Array', 'getClassPrefix', 'toString']","['getClassPrefix', 'toString', 'assertEquals', 'new', 'double']","['getClassPrefix', 'toString', 'assertEquals', 'String', 'exp']","['1970', '01', '01', '00', '00']","['JSON', 'parseObject', 'assertEquals', 'JSON.toJSONString', 'SerializerFeature']"
5.0,5.0,5.0,0.0,5.0,"['String', 'Array', 'Equals', 'Assertion', 'Test']","['Customer', 'Bank', 'getClassPrefix', 'toString', 'assertEquals']","['Person', 'Job', 'toString', 'assertEquals', 'System']","['post', 'perform', 'content', 'contentType', 'andDo']","['JSON', 'parseObject', 'JSONPath', 'reserveToObject', 'SerializerFeature']"
5.0,5.0,5.0,0.0,0.0,"['ReflectionToStringBuilder', 'toString', 'instance1', 'ReflectionStaticFieldsFixture', 'class']","['SelfInstance', 'TwoVars', 'Reflection', 'TestFixture', 'toString']","['ReflectionToStringBuilder', 'toString', 'instance1', 'class', 'assertEquals']","['perform', 'post', 'content', 'contentType', 'andReturn']","['post', 'perform', 'content', 'contentType', 'andDo']"
3.0,5.0,0.0,5.0,0.0,"['HashSet', 'add', 'unordered', 'collection', 'set']","['assertEquals', 'toString', 'ReflectionToStringBuilder', 'SimpleReflectionStaticFieldsFixture', 'class']","['wait', 'extension', 'loader', 'add', 'extensionLoader']","['LinkedHashMap', 'JSON', 'Assert', 'WriteClassName', 'SerializerFeature']","['perform', 'post', 'content', 'contentType', 'andReturn']"
0.0,5.0,0.0,5.0,5.0,"['Thread', 'sleep', 'wait', '100', 'InterruptedException']","['getExtensionLoader', 'addExtension', 'getAdaptiveExtension', 'resetExtensionLoader', 'assertTrue']","['wait', 'getExtension', 'async', 'call', 'result']","['LinkedHashMap', 'parameters', 'put', 'String', 'assertEquals']","['LinkedHashMap', 'iterator', 'entry', 'next', 'get']"
0.0,0.0,1.0,5.0,5.0,"['proxy', 'refer', 'getInvoker', 'getProxy', 'timeout']","['async', 'wait', 'started', 'future', 'done']","['synchronized', 'loader', 'replaceExtension', 'getAdaptiveExtension', 'resetExtensionLoader']","['Avro', 'Doc', 'Test', 'class', 'record']","['reflection', 'hashCode', 'fields', 'null', 'strings']"
1.0,0.0,0.0,0.0,5.0,"['Task', 'Monitor', 'get', 'create', 'shutdown']","['System', 'currentTimeMillis', 'wait', 'milliseconds', 'sleep']","['export', 'async', 'wait', 'call', 'result']","['when', 'thenReturn', 'doThrow', 'any', 'Invocation']","['getExtensionLoader', 'addExtension', 'getExtension', 'assertThat', 'resetExtensionLoader']"
5.0,3.0,1.0,1.0,1.0,"['JSON', 'Schema', 'Parser', 'assert', 'for']","['Set', 'toArray', 'arrayContainingInAnyOrder', 'classes', 'order']","['set', 'remove', 'map', 'context', 'null']","['Thread', 'start', 'join', 'task', 'done']","['Thread', 'local', 'set', 'removeAll', 'volatile']"
1.0,1.0,5.0,5.0,3.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['synchronized', 'lock', 'race', 'volatile', 'Thread']","['mock', 'ReceiverAdminClient', 'metadataStore', 'Coordinator', 'CubeAssignment']","['StringWriter', 'flush', 'toString', 'assertTrue', 'length']","['HashSet', 'add', 'contains', 'size', 'equals']"
5.0,5.0,5.0,0.0,0.0,"['JSON', 'Util', 'createObj', 'set', 'Assert']","['JSON', 'Schema', 'Parser', 'assert', 'null']","['ObjectMapper', 'jsonMapperBuilder', 'configure', 'writeValueAsString', 'assertEquals']","['await', 'CountDownLatch', 'notify', 'repair', 'start']","['wait', 'async', 'invoke', 'exception', 'timeout']"
0.0,5.0,5.0,0.0,0.0,"['await', 'CountDownLatch', 'notify', 'repair', 'start']","['JSON', 'Schema', 'convert', 'decode', 'assert']","['writeValueAsString', 'writeAndMap', 'MAPPER', 'result', 'size']","['wait', 'async', 'call', 'result', 'available']","['timeout', '60000', 'getRpcServer', 'getFileInfo', 'testNfsRename']"
5.0,5.0,5.0,5.0,5.0,"['List', 'asList', 'assertEquals', 'Collections', 'sort']","['EasyMock', 'replay', 'servletContext', 'getRealPath', 'file']","['currentUser', 'null', 'mock', 'when', 'thenReturn']","['ObjectMapper', 'json', 'SerializationFeature', 'MapperFeature', 'assert']",[]
0.0,3.0,5.0,1.0,5.0,"['writeValueAsString', 'async', 'wait', 'String', 'async']","['set', 'unordered', 'collection', 'iteration', 'order']","['thenReturn', 'when', 'thenReturn', 'when', 'ImmutableList']","['Map', 'ImmutableSet', 'ImmutableMap', 'view', 'plugin']","['assertEquals', 'assertJSONEquals', 'assertNotNull', 'for', 'get']"
5.0,5.0,5.0,5.0,5.0,"['elasticsearch', 'query', 'result', 'search', 'errors']","['JsonSchema', 'MAPPER', 'generateJsonSchema', 'ObjectNode', 'getSchemaNode']","['convertValue', 'isTrue', 'containsExactlyInAnyOrder', 'isTextual', 'asText']","['ImmutableSet', 'ImmutableEntry', 'Maps', 'plugin', 'view']","['assertEquals', 'assertJSONEquals', 'assertNotNull', 'for', 'get']"
5.0,5.0,3.0,5.0,5.0,"['writeValueAsString', 'assertJsonEqualsNonStrict', 'ValueReference', 'of', 'integer']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'objectMapper', 'TestEnum', 'IOException']","['HashMap', 'put', 'order', 'independent', 'set']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'objectMapper', 'createParameter', 'IOException']","['Enum', 'List', 'contains', 'Assert', 'Test']"
5.0,5.0,5.0,5.0,5.0,"['JSON', 'convertValue', 'isTrue', 'containsExactlyInAnyOrder', 'asText']","['put', 'save', 'utf-8', 'example', 'example2']","['JsonUtil', 'writeValueAsString', 'Collections', 'singletonList', 'Assert']","['XStream', 'toXML', 'DataField', 'for', 'loop']","['mockNode', 'ImmutableList', 'ImmutableSet', 'builderFor', 'priority']"
5.0,5.0,5.0,3.0,5.0,"['serialize', 'JacksonAdapter', 'HashMap', 'ArrayList', 'HashMap']","['HashMap', 'format', 'Assert', 'true', 'equals']","['List', 'sort', 'null', 'size', 'assertEquals']","['Arrays', 'sort', 'compareTo', 'set', 'collection']","['HashMap', 'ArrayList', 'Gson', 'System', 'currentTimeMillis']"
5.0,5.0,5.0,5.0,0.0,"['JacksonAdapter', 'serialize', 'prepareSchoolModel', 'assertJsonEqualsNonStrict', 'expected']","['LinkedHashMap', 'Unirest', 'asObject', 'getBody', 'assertParam']","['Json', 'toJson', 'assertJsonEqualsNonStrict', 'compact', 'setQuoteName']","['add', 'scopes', 'build', 'equals', 'remove']","['Method', 'invoke', 'null', 'async', 'wait']"
5.0,5.0,5.0,5.0,5.0,"['JsonUtil', 'writeValueAsString', 'readValue', 'Assert', 'equals']","['serialize', 'deserialize', 'assert', 'json', 'map']","['LinkedHashMap', 'put', 'assertEquals', 'joinJSON', 'Arrays']","['validate', 'generateSql', 'stream', 'collect', 'containsAll']","['objectMapper', 'readValue', 'writeValueAsString', 'assertJSONEqual', 'Files']"
5.0,3.0,5.0,5.0,5.0,"['Json', 'toJson', 'assertEquals', 'assertJsonEqualsNonStrict', 'JsonFormat']","['set', 'iterator', 'next', 'sort', 'order']","['BoxOfFoo', 'class', 'iterations', 'assertThat', 'isSuccessful']","['Arrays', 'MockSqlGeneratorChain', 'MySQLDatabase', 'stream', 'collect']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'ValueReference', 'of', 'true']"
5.0,5.0,5.0,5.0,5.0,"['Json', 'toJson', 'compact', 'assertJsonEqualsNonStrict', 'nonStrict']","['Json', 'toJson', 'assertJsonEqualsNonStrict', 'String', 'System.out']","['Enum', 'values', 'clear', 'size', 'isSuccessful']","['serialize', 'JacksonAdapter', 'HashMap', 'ArrayList', 'HashMap']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'ValueReference', 'of', 'float']"
5.0,5.0,5.0,5.0,5.0,"['TestUtils', 'createOpenAPI', 'processOpts', 'preprocessOpenAPI', 'Collections']","['ArrayList', 'Collections', 'sort', 'assertEquals', 'Test']","['assertThat', 'isSuccessful', 'assertEquals', 'singletonList', 'subList']","['Json', 'toJson', 'compact', 'quoteName', 'assertJsonEqualsNonStrict']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'ValueReference', 'of', 'string']"
5.0,5.0,3.0,5.0,0.0,"['Enum', 'Set', 'SubList', 'HashSet', 'isSuccessful']","['TestUtils', 'createOpenAPI', 'processOpts', 'preprocessOpenAPI', 'Collections']","['HashSet', 'asList', 'subList', '2', '0']","['TestUtils', 'createOpenAPI', 'processOpts', 'preprocessOpenAPI', 'Collections']","['MongoDBFixtures', 'upgrade', 'clusterConfigService', 'get', 'migration']"
3.0,5.0,5.0,5.0,5.0,"['Set', 'HashSet', 'asList', 'subList', 'values']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['isSuccessful', 'RoundingMode', 'values', 'length', 'HashSet']","['PMML', 'toString', 'model', 'assertThat', 'anyOf']","['TestUtils', 'createOpenAPI', 'processOpts', 'preprocessOpenAPI', 'Collections']"
5.0,5.0,5.0,0.0,5.0,"['assertThat', 'isSuccessful', 'assertEquals', 'asList', 'EnumSet']","['LocalDate', 'HashSet', 'asList', 'subList', 'isSuccessful']","['PrimitiveBytes', 'class', 'isSuccessful', 'Set']","['Callable', 'OfInt', 'class', 'throws', 'Exception']","['Set', 'HashSet', 'asList', 'subList', '0']"
3.0,3.0,3.0,5.0,3.0,"['HashSet', 'subList', 'asList', 'values', 'some']","['HashSet', 'asList', 'subList', '2.7', 'unordered']","['Set', 'HashSet', 'asList', 'Short', 'valueOf']","['assertThat', 'isSuccessful', 'asList', 'subList', 'assertEquals']","['HashSet', 'asList', 'subList', '0', '3']"
5.0,3.0,5.0,5.0,5.0,"['WrapperChars', 'class', 'iterations', 'values', 'subList']","['HashSet', 'asList', 'subList', '0', '2']","['VoidParameter', 'class', 'isSuccessful', 'defaultPropertyTrialCount']","['Set', 'HashSet', 'asList', 'Byte', 'values']","['WrapperBytes', 'class', 'isSuccessful', 'asList', 'Byte']"
5.0,5.0,5.0,5.0,3.0,"['assertThat', 'isSuccessful', 'assertEquals', 'HashSet', 'asList']","['isSuccessful', 'asList', 'clear', 'assertEquals', 'ManyParameters']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['Set', 'HashSet', 'asList', 'subList', '2']","['HashSet', 'asList', 'subList', '1.7F', 'unordered']"
3.0,5.0,5.0,3.0,3.0,"['HashSet', 'asList', 'clear', 'add', 'iterate']","['assert', 'isSuccessful', 'Set', 'List', 'HashSet']","['assertThat', 'isSuccessful', 'assertEquals', 'iterations', 'class']","['HashSet', 'asList', 'subList', '2', '0']","['HashSet', 'asList', 'subList', '0', '3']"
5.0,3.0,5.0,3.0,3.0,"['WrapperBytes', 'class', 'isSuccessful', 'Set']","['HashSet', 'asList', 'clear', 'add', 'iterate']","['assertThat', 'isSuccessful', 'assertEquals', 'size', 'get']","['HashSet', 'subList', 'asList', 'values', '3']","['Set', 'HashSet', 'asList', 'unordered', 'collection']"
3.0,5.0,5.0,3.0,3.0,"['HashSet', 'asList', 'clear', 'add', 'contains']","['assertThat', 'isSuccessful', 'HashSet', 'asList', 'Long']","['assertThat', 'isSuccessful', 'defaultPropertyTrialCount', 'asList', 'HashSet']","['HashSet', 'asList', 'Short', 'values', 'subList']","['Set', 'HashSet', 'asList', 'new', 'clear']"
5.0,5.0,5.0,5.0,5.0,"['findMethod', 'allAnnotations', 'assertEquals', 'annotationType', 'equals']","['WrapperFloats', 'class', 'isSuccessful', 'assertThat']","['assert', 'set', 'byte', 'list', 'hash']","['assertThat', 'isSuccessful', 'assertEquals', 'singletonList', 'subList']","['assertThat', 'isSuccessful', 'assertEquals', 'EnumSet', 'of']"
5.0,5.0,5.0,3.0,5.0,"['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'UnboxingAFoo']","['WrapperLongs', 'class', 'iterations', 'testCases', 'HashSet']","['Set', 'HashSet', 'asList', 'subList', '2']","['HashSet', 'asList', 'Short', 'values', 'subList']","['assertThat', 'isSuccessful', 'assertEquals', 'singleton', 'true']"
5.0,5.0,3.0,5.0,5.0,"['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['Array', 'Function', 'class', 'isSuccessful', 'assertEquals']","['HashSet', 'asList', 'subList', '2', '0']","['EnumSet', 'allOf', 'RoundingMode', 'class', 'isSuccessful']","['isSuccessful', 'assertThat', 'defaultPropertyTrialCount', 'iterations', 'class']"
5.0,5.0,3.0,3.0,5.0,"['LocalDate', 'HashSet', 'asList', 'subList', 'isSuccessful']","['assertThat', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations', 'class']","['HashSet', 'asList', 'Short', 'values', 'subList']","['Set', 'HashSet', 'asList', 'unordered', 'collection']","['Set', 'HashSet', 'asList', 'subList', '0']"
3.0,5.0,5.0,5.0,5.0,"['HashSet', 'subList', 'asList', 'values', 'some']","['isSuccessful', 'assertThat', 'defaultPropertyTrialCount', 'iterations', 'class']","['assertThat', 'isSuccessful', 'defaultPropertyTrialCount', 'asList', 'HashSet']","['assertThat', 'isSuccessful', 'assertEquals', 'HashSet', 'asList']","['Enum', 'Set', 'SubList', 'HashSet', 'isSuccessful']"
5.0,5.0,5.0,3.0,3.0,"['WrapperBytes', 'class', 'isSuccessful', 'asList', 'HashSet']","['assertThat', 'isSuccessful', 'assertEquals', 'iterations', '0']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['Set', 'HashSet', 'asList', 'Short', '9']","['Set', 'HashSet', 'asList', 'subList', 'values']"
3.0,5.0,5.0,5.0,3.0,"['HashSet', 'asList', 'subList', '2.7', 'unordered']","['isSuccessful', 'Set', 'List', 'subList', 'HashSet']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['assertThat', 'isSuccessful', 'assertEquals', 'HashSet', 'asList']","['HashSet', 'subList', 'asList', 'values', '3']"
5.0,3.0,5.0,5.0,3.0,"['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'CtorOnly']","['HashSet', 'asList', 'subList', '2', '0']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['assertThat', 'isSuccessful', 'singleton', 'false', 'assertEquals']","['HashSet', 'asList', 'subList', '0', '3']"
5.0,5.0,5.0,5.0,5.0,"['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'FavorValueOf']","['WrapperChars', 'class', 'set', 'list', 'asList']","['WrapperBytes', 'class', 'isSuccessful', 'iterations', '0']","['WrapperChars', 'class', 'iterations', 'testCases', 'Set']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']"
5.0,3.0,5.0,3.0,5.0,"['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['HashSet', 'asList', 'subList', '1.7F', 'unordered']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'WrapperIntegers']","['Set', 'HashSet', 'asList', 'unordered', 'collection']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']"
5.0,3.0,5.0,5.0,5.0,"['assertThat', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations', 'class']","['HashSet', 'asList', 'subList', '0', '2']","['WrapperLongs', 'class', 'iterations', 'assertThat', 'isSuccessful']","['assertThat', 'isSuccessful', 'asList', 'clear', 'values']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']"
5.0,3.0,5.0,5.0,5.0,"['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'WrapperChars']","['HashSet', 'asList', 'Short', 'values', 'subList']","['assert', 'testResult', 'failureCountIs', 'attempts', 'clear']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['WrapperShorts', 'class', 'iterations', 'isSuccessful', 'assertThat']"
5.0,5.0,5.0,3.0,2.0,"['assert', 'hasSingleFailureContaining', 'FailedAssumptionDuringShrinking', 'shrinking', 'false']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['Node', 'addkid', 'Graph', 'MHGDominatorsFinder', 'DominatorTree']","['HashSet', 'asList', 'subList', 'values', 'size']","['System', 'lineSeparator', 'replaceAll', 'toString', 'lineSeparator']"
5.0,5.0,5.0,3.0,0.0,"['assertThat', 'isSuccessful', 'assertEquals', 'clearLogs', 'PropertyBasedTests']","['assertThat', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations', '0']","['Node', 'addkid', 'Graph', 'MHGDominatorsFinder', 'DominatorTree']","['HashSet', 'asList', 'subList', '0', '3']","['await', 'until', 'then', 'wait', 'async']"
5.0,5.0,0.0,5.0,5.0,"['assertThat', 'failureCountIs', 'assertEquals', 'clearLogs', 'PropertyBasedTests']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['afterPropertiesSet', 'converter', 'write', 'read', 'async']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'Enums']","['BigDecimal', 'ArrayList', 'HashMap', 'CouchbaseDocument', 'assertThat']"
2.0,5.0,3.0,5.0,0.0,"['System', 'lineSeparator', 'replaceAll', 'toString', 'lineSeparator']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'Strings']","['asList', 'sort', 'compareTo', 'Arrays', 'list']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['when', 'thenReturn', 'thenThrow', 'nextElement', 'hasMoreElements']"
5.0,5.0,2.0,5.0,3.0,"['Node', 'addkid', 'Graph', 'MHGDominatorsFinder', 'MHGDominatorTree']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'WrapperFloats']","['System', 'getProperty', 'java.io.tmpdir', 'midnight', 'UTC']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'WrapperBooleans']","['set', 'unordered', 'collection', 'iteration', 'order']"
3.0,0.0,3.0,5.0,5.0,"['set', 'map', 'collection', 'unordered', 'iteration']","['afterPropertiesSet', 'converter', 'write', 'read', 'export']","['Set', 'HashSet', 'unordered', 'collection', 'iteration']","['assertThat', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'WrapperDoubles']","['test', 'dump', 'processing', 'controller', 'revision']"
0.0,5.0,5.0,0.0,5.0,"['executePostRequest', 'readResponse', 'getStatusCode', 'contains']","['CollectionUtils', 'iterable', 'hasNext', 'next', 'Set']","['System', 'getProperty', 'Paths', 'get', 'true']","['wait', 'async', 'close', 'reason', 'session']","['bind', 'lookup', 'permissions', 'store', 'namingContext']"
5.0,,,,,"['System', 'getProperty', 'Paths', 'get', 'true']",,,,
