Ground-truth_Fold_0,Ground-truth_Fold_1,Ground-truth_Fold_2,Ground-truth_Fold_3,Ground-truth_Fold_4,Predictions_Fold_0,Predictions_Fold_1,Predictions_Fold_2,Predictions_Fold_3,Predictions_Fold_4,Tokens_Fold_0,Tokens_Fold_1,Tokens_Fold_2,Tokens_Fold_3,Tokens_Fold_4
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', 'join', 'task', 'reporter']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Object', 'to', 'xml', 'assert', 'String']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['sleep', 'time', 'Thread', 'sleep', 'ms']","['Event', 'Request', 'Test', 'API', 'Data']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,1.0,"['List', 'Arrays', 'Collections', 'sort', 'subList']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['time', 'assert', 'assertEquals', 'sleep', 'Thread']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,"['String', 'writeValueAsString', 'equals', 'assert', 'readValue']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['sleep', 'time', 'Thread', 'wait', 'synchronized']","['sleep', 'Thread', 'ms', 'time', 'wait']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[]
5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,3.0,"['assert', 'json', 'value', 'object', 'reference']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['HashMap', 'put', 'get', 'assert', 'equals']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[]
5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,"['time', 'sleep', 'assert', 'time', 'sleep']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', 'synchronized', 'race', 'volatile']","['for', 'int', 'i', 'while', 'sleep']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,1.0,"['HashMap', 'qux', 'put', 'get', 'key']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['APIContext', 'Thread', 'lock', 'synchronized', 'race']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,[],[],"['Map', 'LinkedHashMap', 'put', 'get', 'assertEquals']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,[],"['iterator', 'next', 'split', 'sort', 'assert']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Assert', 'assertEquals', 'sql', 'length', 'containsAll']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,"['assert', 'json', 'json', 'assert', 'json']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['HashMap', 'qux', 'put', 'get', 'key']","['time', 'assert', 'sleep', 'duration', 'milli']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['time', 'assert', 'sleep', 'ms', 'time taken']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['HashSet', 'subList', 'assert', 'assertEquals', 'new']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[]
5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,6.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[]
5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,3.0,"['HashSet', 'subList', 'values', 'assert', 'assertEquals']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['HashSet', 'subList', '0', '3', 'values']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['for', 'each', 'parameter', 'list', 'size']","['HashSet', 'subList', 'assert', 'new', 'asList']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,6.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['HashSet', 'subList', 'assert', 'assertEquals', 'new']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,6.0,[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']",[]
5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,"['HashSet', 'subList', 'values', 'assert', 'assertEquals']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,3.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['HashSet', 'subList', 'assert', 'new', 'asList']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['HashSet', 'subList', '0', '3', 'values']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,4.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['time', 'sleep', 'ms', 'Thread', 'sleep']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[]
5.0,5.0,5.0,5.0,5.0,4.0,1.0,6.0,1.0,1.0,[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,4.0,[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['List', 'Map', 'ArrayList', 'HashMap', 'assertThat']"
5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,4.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['iterator', 'next', 'if', 'else', 'assert']"
5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', 'synchronized', 'race', 'volatile']",[],"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,,,,,1.0,,,,,"['Thread', 'lock', 'synchronized', 'race', 'volatile']",,,,
