Predictions_Fold_0,Predictions_Fold_1,Predictions_Fold_2,Predictions_Fold_3,Predictions_Fold_4,Tokens_Fold_0,Tokens_Fold_1,Tokens_Fold_2,Tokens_Fold_3,Tokens_Fold_4
2.0,0.0,0.0,0.0,5.0,"['System.currentTimeMillis', '-', '+']","['Thread', 'sleep', 'EXPIRY_PERIOD', '*', '50', 'Thread']","['validate', 'waitUntilNoMarkersFound', 'ProjectUtils', 'wait', 'DEPTH_ZERO']","['Thread', 'sleep', 'waitForLayout', 'waitForAnimations', 'waitForMidnight']","['test_set', 'LinkedHashSet', 'add', 'Entity', 'Assert.assertEquals']"
0.0,5.0,0.0,0.0,5.0,"['accept', 'visit', 'contains', 'toMySqlString', 'generateAllPossibleRes']","['testLogicDeleteSql', 'Assert.assertEquals', 'String', 'User.class', 'false']","['throws', 'Exception', 'accept', 'visitor', 'accept']","['CREATE', 'EXTERNAL', 'CATALOG', 'IF', 'NOT']","['test', 'multimap', 'ImmutableMap', 'SetMultimap', 'Multimaps']"
0.0,0.0,3.0,0.0,0.0,"['throws', 'Exception', 'accept', 'visitor', 'accept']","['parseStatement', 'toMySqlString', 'generateAllPossibleRes', 'contains', 'assertTrue']","['map', 'put', 'equals', 'order', 'different']","['parseStatementList', 'assertEquals', 'assertTrue', 'generateAllPossibleRes4test1', 'contains']","['JSONObject', 'parseObject', 'new', 'TypeReference', 'LinkedHashMap']"
0.0,0.0,0.0,0.0,3.0,"['JSON', 'parseObject', 'JSON.toJSONString', 'assertEquals', 'SerializerFeature']","['toStatementList', 'accept', 'visitor', 'toMySqlString', 'generateAllPossibleRes']","['JSON', 'toJSONString', 'parseObject', 'assertNotNull', 'assertEquals']","['CREATE', 'RESOURCE', 'GROUP', 'TYPE', '=']","['LinkedHashMap', 'put', 'order', 'assertEquals', 'JSON']"
3.0,0.0,3.0,0.0,0.0,"['ArrayListMultimap', 'putAll', 'Ints.asList', 'assertEquals', 'JSON.toJSONString']","['JSON', 'toJSONString', 'parseObject', 'assertEquals', 'SerializerFeature']","['JSONArray', 'add', 'order', 'equals', 'JSONObject']","['parseStatementList', 'assertEquals', 'generateAllPossibleRes', 'assertTrue', 'toString']","['parseObject', 'async', 'await', 'equals', 'assertTrue']"
5.0,5.0,0.0,5.0,5.0,"['VO', 'id', 'Location', 'JSON', 'assertEquals']","['test', 'for', 'issue', 'JSONObject', 'put']","['JSON', 'toJSON', 'SerializerFeature', 'MapSortField', 'assertEquals']","['System.out.println', 'JSONObject.toJavaObject', 'JSON.parseObject', 'assertEquals', 'JSON.toJSONString']","['test', 'for', 'issue', 'JSONObject', 'put']"
0.0,0.0,2.0,5.0,3.0,"['writeObject', 'flush', 'readObject', 'Class', 'assertEquals']","['JSONObject', 'put', 'new', 'JSONArray', 'assertEquals']","['millis', 'getTime', 'replace', 'format', 'assertNull']","['JSON', 'parseObject', 'assertEquals', 'class', 'JSON.toJSONString']","['ArrayListMultimap', 'create', 'put', 'sort', 'assertEquals']"
0.0,3.0,0.0,0.0,5.0,"['await', 'future', 'call', 'result', 'proceed']","['ArrayListMultimap', 'put', 'set', 'assertEquals', 'sort']","['write', 'config', 'assertTrue', '<', '>']","['parseObject', 'print', 'assertEquals', 'trans', 'sort']","['JSON', 'parseObject', 'assertEquals', 'JSON.toJSONString', 'SerializerFeature.MapSortField']"
0.0,2.0,0.0,5.0,3.0,"['String', 'equals', 'JSON.toJSONString', 'SerializerFeature', 'assertTrue']","['TimeZone', 'getTimeZone', 'Asia/Shanghai', 'Date', '1294552193254']","['post', 'perform', 'await', 'return', 'response']","['VO2', 'id', 'properties', 'JSON', 'toJSON']","['HashSet', 'add', 'Iterator', 'order', 'equals']"
3.0,0.0,5.0,5.0,5.0,"['HashMap', 'put', 'order', 'split', 'equals']","['post', 'perform', 'await', 'return', 'response']","['public', 'void', 'test_list', 'throws', 'Exception']","['test', 'inherit', 'abstract', 'class', 'assertEquals']","['test', 'inherit', 'abstract', 'class', 'assertEquals']"
5.0,5.0,5.0,2.0,0.0,[],"['boolean', 'array', 'assertEquals', 'toString', 'getClassPrefix']","['charArray', 'assertEquals', 'toString', 'wa', 'exp']","['TimeZone', 'getTimeZone', 'Asia/Shanghai', 'Date', '1294552193254L']","['JSON.parseObject', 'assertEquals', 'JSON.toJSONString', 'SerializerFeature', 'MapSortField']"
5.0,5.0,5.0,2.0,0.0,"['longArray', 'assertEquals', 'toString', 'wa', 'exp']",[],"['no', 'array', 'WithArrays', 'assertEquals', 'toString']","['Timestamp', '1970', '01', '01', '00']","['JSON.parseObject', 'JSON.toJSONString', 'assertEquals']"
5.0,5.0,0.0,0.0,5.0,"['stringArray', 'assertEquals', 'exp', 'toString', 'wa']","['Customer', 'bank', 'assertEquals', 'toString', 'customer']","['final', 'System.identityHashCode', 'toString', 'assertEquals', 'new']","['post', 'perform', 'await', 'return', 'response']","['JSON', 'parseObject', 'assertEquals', 'JSONObject', 'JSONPath']"
5.0,5.0,5.0,0.0,0.0,"['testReflectionStatics', 'assertEquals', 'toString', 'ReflectionStaticFieldsFixture', 'instance1']","['test', 'assertEquals', 'toString', 'reflection', 'SelfInstanceTwoVarsReflectionTestFixture']","['test', 'ReflectionToStringBuilder', 'assertEquals', 'toString', 'instance1']","['post', 'perform', 'await', 'return', 'response']","['post', 'perform', 'await', 'return', 'response']"
3.0,5.0,0.0,3.0,0.0,"['HashSet', 'add', 'forEach', 'order', 'different']","['testSimpleReflectionStatics', 'assertEquals', 'toString', 'instance1', 'SimpleReflectionStaticFieldsFixture']","['get', 'getExtension', ';', 'fail', 'addExtension']","['LinkedHashMap', 'put', 'order', 'iterator', 'elements']","['post', 'perform', 'await', 'return', 'response']"
0.0,0.0,0.0,5.0,3.0,"['Thread', 'sleep', 'timeout', 'available', 'invoke']","['addExtension', 'getAdaptiveExtension', 'resetExtensionLoader', 'throws', 'Exception']","['try', 'catch', 'throw', 'wait', 'invoke']","['Map', 'put', 'assertEquals', 'initParams', 'toQueryUrl']","['Iterator', 'next', 'entrySet', 'LinkedHashMap', 'order']"
0.0,0.0,0.0,0.0,5.0,"['export', 'refer', 'proxy.getProxy', 'protocol.refer', 'addParameter']","['Async', 'startAsync', 'write', 'isDone', 'stopAsync']","['replace', 'Extension', 'getAdaptiveExtension', 'resetExtensionLoader']","['check', 'DocTest.class', 'int', 'default', 'waitForResult']","['test', 'Reflection', 'HashCode', 'Exclude', 'Fields']"
5.0,0.0,5.0,0.0,5.0,"['test', 'assertEquals', 'for', 'int', 'RPCTaskNums']","['do', 'return', 'when', 'do', 'nothing']","['service2', 'export', 'hasSize', 'assertEquals', 'count']","['invoke', 'then', 'catch', 'throw', 'Exception']","['instanceOf', 'assertEquals', 'getExtensionName', 'resetExtensionLoader']"
0.0,0.0,1.0,0.0,0.0,"['JSONObject', 'parseAsync', 'await', 'result', 'available']","['findClasses', 'toArray', 'arrayContainingInAnyOrder', 'assertEquals', 'throws Exception']","['Thread', 'synchronized', 'map', 'forEach', 'get']","['@Test', 'timeout', 'Thread.sleep', 'join', 'assertThat']","['size', 'method', 'assertEquals', 'removeAll', 'Thread']"
0.0,1.0,1.0,0.0,3.0,"['assertPersistSequential', 'blockUntilConnected', 'start', 'forPath', 'isExisted']","['Thread', 'synchronize', 'atomic', 'race', 'deadlock']","['Thread', 'synchronize', 'lock', 'race', 'deadlock']","['fromObject', 'flush', 'toString', 'contains', 'endsWith']","['HashSet', 'add', 'forEach', 'size', 'assertEquals']"
0.0,0.0,0.0,0.0,0.0,"['toXmlStr', 'Assert', 'anyOf', 'is', '']","['JSONObject', 'parseAsync', 'await', 'result', 'proceed']","['ObjectMapper', 'build', 'writeValueAsString', 'input', 'assertEquals']","['await', 'Thread', 'startRepair', 'proxy.notify', 'Thread.sleep']","['invoke', 'new', 'MockInvocation', ';', 'invoke']"
0.0,0.0,5.0,0.0,0.0,"['await', 'startRepair', 'proxy.notify', 'Thread', 'Thread.start']","['convert', 'decode', 'getSchemaInfo', 'assertJSONEqual', 'JSONSchemaTest']","['test', 'assertEquals', 'writeValueAsString', 'map', 'serialization']","['APIContext', 'enableDebug', 'new', 'ArrayList', 'contains']","['timeout', '60000', 'getFileInfo', 'testNfsRename', 'Assert.assertEquals']"
3.0,0.0,5.0,5.0,5.0,"['List', 'sort', 'subList', 'equals', 'unordered']","['EasyMock', 'expect', 'replay', 'servletContext', 'getRealPath']","['null', 'mock', 'when', 'thenReturn', 'assertThat']","['ObjectMapper', 'enable', 'SerializationFeature', 'useEqualityForObjectId', 'configure']","['ArrayList', 'clone', 'assertEquals', 'compareTypes', 'compareSupported']"
0.0,0.0,5.0,3.0,0.0,"['mapper', 'writeValueAsString', 'assert1', 'assert2', 'equals']","['join', 'append', 'toString', 'assert', 'is']","['loadAll', 'thenReturn', 'containsExactly', 'InAnyOrder', 'create']","['Map', 'contains', 'immutableEntry', 'order', 'assumption']","['JSONObject', 'getJSONObject', 'await', 'future', 'result']"
0.0,5.0,5.0,3.0,0.0,"['when', 'thenReturn', 'execute', 'async', 'call']","['testUnwrapping', 'MAPPER', 'generateJsonSchema', 'ObjectNode', 'assertEquals']","['serialize', 'LookupCacheKey', 'convertValue', 'assertThat', 'containsExactlyInAnyOrder']","['Map', 'containsOnly', 'immutableEntry', 'Collections', 'singletonMap']","['assert', 'JSONObject', 'parse', 'JSONObject', 'assertEquals']"
5.0,0.0,3.0,5.0,3.0,"['serialize', 'integer', 'assertJsonEqualsNonStrict', 'objectMapper', 'writeValueAsString']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'throws', 'IOException']","['HashMap', 'put', 'order', 'equals', 'test']","['serialize', 'assertJsonEqualsNonStrict', 'writeValueAsString', 'ValueReference', 'createParameter']","['List', 'contains', 'order', 'iterator', 'unordered']"
5.0,2.0,5.0,2.0,3.0,"['serialize', 'prefix', 'JSON', 'assert', 'object']","['midnight', 'UTC', 'time', 'precision', 'platform']","['QueryResponse', 'setMetric', 'putTag', 'putDps', 'writeValueAsString']","['midnight', 'UTC', 'time', 'precision', 'platform']","['HashSet', 'add', 'iterator', 'next', 'order']"
0.0,3.0,3.0,3.0,0.0,"['serialize', 'assertJsonEqualsNonStrict', 'new', 'JacksonAdapter', 'invoke']","['HashMap', 'put', 'order', 'equals', 'assert']","['sort', 'null', 'size', 'get', 'size']","['sort', 'compare', 'compareTo', 'array', 'length']","['System.currentTimeMillis()', '/', '1000L']"
0.0,5.0,3.0,1.0,0.0,"['assertJsonEqualsNonStrict', 'serialize', 'new', 'JacksonAdapter', 'prepareSchoolModel']","['Map', 'put', 'assertParam', 'assertQueryString', 'get']","['ArrayList', 'add', 'new', 'String', 'order']","['Thread', 'synchronize', 'race', 'atomic', 'deadlock']","['invoke', 'null', 'invoke', 'null', 'invoke']"
5.0,0.0,3.0,0.0,0.0,"['JsonUtil', 'writeValueAsString', 'readValue', 'assertEquals', 'ObjectMapper']","['serialize', 'deserialize', 'assertJsonEqualsNonStrict', 'assertEquals', 'assertNotNull']","['LinkedHashMap', 'put', 'order', 'unpredictable', 'iterate']","['generator', 'validate', 'generateSql', 'affectedDatabaseObjects', 'stream']","['assertJSONEqual', 'writeValueAsString', 'readValueAs', 'writeValueAsString', 'assertThat']"
0.0,3.0,5.0,0.0,0.0,"['assertEquals', 'assertJsonEqualsNonStrict', 'Json.toJson']","['iterator', 'next', 'sort', 'split', 'Arrays.toString']","['isSuccessful', 'assertEquals', 'iterations', 'reset', 'public']","['Assert', 'assertFalse', 'generatorUnderTest.validate', 'hasErrors', 'generateSql']","['writeValueAsString', 'assertJsonEqualsNonStrict', 'throws', 'IOException']"
5.0,0.0,5.0,0.0,0.0,"['test', 'final', 'field', 'assertJsonEqualsNonStrict', 'Json.toJson']","['assertJsonEqualsNonStrict', 'System.out.println', 'toJson', 'setNum1', 'String']","['whenConstrained', 'throws', 'Exception', 'assertThat', 'isSuccessful']","['serialize', 'assertJsonEqualsNonStrict', 'new', 'JacksonAdapter', 'invoke']","['assertJsonEqualsNonStrict', 'writeValueAsString', 'ValueReference.of', 'f', ';']"
5.0,0.0,5.0,5.0,5.0,"['OpenAPI', 'createOpenAPI', 'AbstractJavaCodegen', 'processOpts', 'preprocessOpenAPI']","['throws', 'Exception', 'processOpts', 'preprocessOpenAPI', 'sort']","['isSuccessful', 'defaultPropertyTrialCount', 'singletonList', 'subList', 'iterations']","['Json', 'toJson', 'Person', 'assertJsonEqualsNonStrict', 'String']","['serialize', 'String', 'assertJsonEqualsNonStrict', 'objectMapper', 'writeValueAsString']"
5.0,5.0,5.0,5.0,0.0,"['enums', 'assert', 'isSuccessful', 'assertEquals', 'HashSet']","['test', 'additional', 'model', 'type', 'annotations']","['primitive', 'floats', 'assert', 'equal', 'HashSet']","['test', 'additional', 'model', 'type', 'annotations']","['MongoDBFixtures', 'count', 'upgrade', 'count', 'exists']"
3.0,5.0,3.0,0.0,5.0,"['HashSet', 'asList', 'subList', 'order', 'different']","['isSuccessful()', 'assertEquals()', 'defaultPropertyTrialCount()', 'iterations', '=']","['HashSet', 'newHashSet', 'clear', 'contains', 'equals']","['throws', 'Exception', 'buildDummyModel', 'setTimestamp', 'toString']","['test', 'additional', 'model', 'type', 'annotations']"
1.0,3.0,3.0,0.0,3.0,"['Thread', 'synchronize', 'race', 'atomic', 'deadlock']","['HashSet', 'subList', '0', '2', 'order']","['HashSet', 'asList', 'Byte.valueOf', 'new HashSet', 'List']","['assertThat', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations', '=']","['HashSet', 'subList', '0', '2', 'order']"
3.0,3.0,3.0,3.0,5.0,"['HashSet', 'subList', '0', '2', 'order']","['HashSet', 'subList', 'order', 'different', 'execution']","['HashSet', 'asList', 'Short.valueOf', '-', 'clear']","['subList', '0', '3', '4', '7', '8', '15']","['primitive', 'longs', 'assert', 'equal', 'HashSet']"
5.0,3.0,5.0,3.0,3.0,"['wrapperChars', 'assertThat', 'isSuccessful', 'assertEquals', 'HashSet']","['HashSet', 'subList', 'order', 'different', 'execution']","['void', 'Parameter', 'isSuccessful', 'default', 'property']","['HashSet', 'subList', '0', '2', 'order']","['HashSet', 'subList', '0', '2', 'order']"
3.0,5.0,5.0,5.0,5.0,"['HashSet', 'asList', 'LocalDate', 'of', 'clear']","['many', 'parameters', 'assertThat', 'assertEquals', 'clear']","['should', 'feed', 'default', 'number', 'values']","['isSuccessful()', 'defaultPropertyTrialCount()', 'HashSet', 'asList', 'equals']","['isSuccessful', '=', 'defaultPropertyTrialCount', 'subList', 'HashSet']"
3.0,5.0,5.0,3.0,5.0,"['HashSet', 'asList', '1', '2', '3']","['primitive', 'chars', 'assert', 'equal', 'HashSet']","['shouldRespect', 'TrialCount', 'specified', 'assertThat', 'successful']","['HashSet', 'subList', 'order', 'different', 'execution']","['isSuccessful', 'assertEquals', 'HashSet', 'asList', 'subList']"
3.0,3.0,3.0,3.0,3.0,"['HashSet', 'asList', 'Byte.valueOf', 'new HashSet', 'List']","['HashSet', 'asList', 'clear', 'order', 'unpredictable']","['List', 'get', 'size', 'unordered', 'collection']","['HashSet', 'subList', '0', '3', 'order']","['HashSet', 'asList', 'true', 'false']"
3.0,5.0,3.0,5.0,3.0,"['HashSet', 'asList', '4', '5', 'clear']","['primitive', 'longs', 'assert', 'equal', 'HashSet']","['HashSet', 'get', 'order', 'different', 'execution']","['isSuccessful()', 'assertEquals()', 'HashSet', 'asList()', 'subList()']","['HashSet', 'asList', 'new CtorOnly.Target', 'order', 'different']"
3.0,3.0,5.0,5.0,5.0,"['List', 'get', 'order', 'unsorted', 'collection']","['HashSet', 'asList', 'order', 'different', 'execution']","['isSuccessful()', 'assertEquals', 'HashSet', 'asList', 'subList']","['isSuccessful', 'defaultPropertyTrialCount', 'subList', 'iterations', 'values']","['enums', 'assertThat', 'isSuccessful', 'assertEquals', 'EnumSet']"
5.0,5.0,5.0,5.0,5.0,"['isSuccessful', 'assertEquals', 'iterations', '0', ';']","['isSuccessful', '=', '==', 'HashSet', 'asList']","['isSuccessful()', 'defaultPropertyTrialCount()', 'HashSet', 'asList', 'equals']","['isSuccessful()', 'assertEquals()', 'HashSet', 'asList()', 'subList()']","['primitive', 'booleans', 'assert', 'equal', 'singleton']"
5.0,5.0,5.0,5.0,5.0,"['Test', 'public', 'void', 'acrossParametersOfSameParameterizedType', 'throws']","['Array', 'Function', 'assert', 'Successful', 'iterations']","['primitive', 'floats', 'assert', 'equal', 'HashSet']","['assertThat', 'isSuccessful', 'assertEquals', 'EnumSet', 'allOf']","['Test', 'public', 'void', 'ParametersOfSameArrayType', 'isSuccessful']"
3.0,5.0,5.0,3.0,3.0,"['HashSet', 'subList', '0', '2', 'order']","['Test', 'public', 'void', 'method', 'assert']","['isSuccessful()', 'assertEquals()', 'HashSet', 'asList()', 'subList()']","['HashSet', 'asList', 'valueOf', 'clear', 'equals']","['HashSet', 'subList', '0', '2', 'order']"
3.0,5.0,3.0,3.0,5.0,"['HashSet', 'subList', '0', '2', 'order']","['Test', 'public', 'void', 'acrossParametersOfSameType', 'throws']","['HashSet', 'get', 'order', 'different', 'execution']","['HashSet', 'asList', 'clear', 'order', 'unpredictable']","['enums', 'assert', 'isSuccessful', 'assertEquals', 'HashSet']"
3.0,5.0,5.0,3.0,3.0,"['HashSet', 'subList', 'order', 'different', 'execution']","['isSuccessful()', 'assertEquals', 'iterations', 'reset', 'iteration']","['assertThat', 'testResult', 'class', 'isSuccessful', 'assertEquals']","['HashSet', 'asList', 'Short.valueOf', 'clear', 'order']","['HashSet', 'asList', 'subList', 'order', 'different']"
3.0,5.0,5.0,3.0,3.0,"['HashSet', 'subList', 'order', 'different', 'execution']","['many', 'parameters', 'assertThat', 'isSuccessful', 'assertEquals']","['isSuccessful', 'defaultPropertyTrialCount', 'iterations', '=', '0']","['HashSet', 'asList', 'new', 'equals', 'clear']","['HashSet', 'subList', '0', '3', 'order']"
5.0,3.0,5.0,5.0,5.0,"['isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations', '=']","['HashSet', 'subList', 'order', 'different', 'execution']","['public', 'void', 'primitiveLongs', 'throws', 'Exception']","['isSuccessful', 'assertEquals', 'singleton', 'iterations', 'testCases']","['primitive', 'longs', 'assert', 'equal', 'HashSet']"
5.0,5.0,5.0,3.0,5.0,"['isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations', '=']","['isSuccessful()', 'assertEquals()', 'HashSet', 'asList()', 'subList()']","['isSuccessful', 'assertEquals', 'iterations', 'reset', 'public']","['HashSet', 'asList', 'clear', 'order', 'different']","['isSuccessful()', 'assertEquals()', 'defaultPropertyTrialCount()', 'iterations', '=']"
5.0,5.0,5.0,3.0,5.0,"['only', 'trumps', 'also', 'testResult', 'class']","['isSuccessful', '=', 'defaultPropertyTrialCount', 'subList', 'HashSet']","['isSuccessful', 'defaultPropertyTrialCount', 'iterations', '=', '0']","['HashSet', 'asList', 'order', 'different', 'execution']","['public', 'void', 'primitiveChars', 'throws', 'Exception']"
5.0,3.0,5.0,5.0,5.0,"['only', 'trumps', 'generators', 'testResult', 'assert']","['HashSet', 'subList', 'order', 'different', 'execution']","['isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations', '=']","['explicit', 'generator', 'precedence', 'assert', 'values']","['public', 'void', 'primitiveFloats', 'throws', 'Exception']"
5.0,5.0,5.0,5.0,5.0,"['isSuccessful()', 'assertEquals()', 'defaultPropertyTrialCount()', 'iterations', '=']","['isSuccessful()', 'assertEquals()', 'HashSet', 'asList()', 'subList()']","['assertThat', 'testResult', 'DisablingShrinking', 'failureCountIs', 'size']","['Test', 'public', 'void', 'isSuccessful', 'defaultPropertyTrialCount']","['isSuccessful', 'assertEquals', 'iterations', 'reset', 'public']"
5.0,5.0,5.0,3.0,5.0,"['assertThat', 'testResult', 'FailedAssumptionDuringShrinking', 'hasSingleFailureContaining', 'shrinking=false']","['explicit', 'conversion', 'assert', 'successful', 'iteration']","['Node', 'addkid', 'Graph', 'DominatorTree', 'assertThat']","['HashSet', 'subList', 'order', 'different', 'execution']","['expectedOrdering', 'Leaf.class', 'isSuccessful', 'resourceAsString', 'bytesOut.toString']"
5.0,5.0,1.0,5.0,0.0,"['testResult', 'isSuccessful', 'assertEquals', 'clearLogs']","['public', 'void', 'manyParameters', 'throws', 'Exception']","['Thread', 'synchronize', 'race', 'atomic', 'deadlock']","['isSuccessful', 'assertEquals', 'HashSet', 'asList', 'subList']","['await', 'until', 'equalTo']"
5.0,5.0,0.0,5.0,0.0,"['ordering', 'statements', 'assertThat', 'failureCountIs', 'expectedStatements']","['testResult', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations', 'equals']","['write', 'convert', 'afterPropertiesSet', 'export', 'read']","['enums', 'testResult', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount']","['write', 'afterPropertiesSet', 'read', 'content', 'get']"
5.0,5.0,3.0,5.0,0.0,"['expectedOrdering', 'Leaf.class', 'isSuccessful()', 'resourceAsString', 'bytesOut.toString']","['String', 'assert', 'equal', 'iteration', 'reset']","['sort', 'compare', 'compareTo', 'list', 'as']","['public', 'void', 'primitiveShorts', 'throws', 'Exception']","['mock', 'thenReturn', 'thenThrow', 'Iterable', 'spliterator']"
5.0,5.0,0.0,5.0,3.0,"['Node', 'addkid', 'Graph', 'MHGDominatorsFinder', 'assertThat']","['isSuccessful', 'defaultPropertyTrialCount', 'iterations', '=', '0']","['await', 'future', 'then', 'execute', 'finally']","['isSuccessful', 'assertEquals', 'iterations', 'reset', 'public']","['next', 'equals', 'key', 'entry', 'iterator']"
5.0,0.0,3.0,5.0,0.0,"['testAddRemove', 'CollectionValuedMap', 'add', 'remove', 'assertEquals']","['write', 'export', 'afterPropertiesSet', 'read', 'export']","['HashSet', 'getConnectedComponents', 'for', 'cc', 'order']","['testResult', 'isSuccessful', 'assertEquals', 'defaultPropertyTrialCount', 'iterations']","['download', 'process', 'register', 'controller', 'downloadDirectoryManager']"
0.0,0.0,0.0,0.0,3.0,"['executePostRequest', 'result', 'getStatusLine', 'getStatusCode', 'readResponse']","['when', 'thenReturn', 'thenThrow', 'iterable', 'forEach']","['mock', 'Path', 'get', 'System.getProperty', 'new']","['await', 'future', 'then', 'execute', 'next']","['ArrayList', 'set', 'order', 'iteration', 'unordered']"
0.0,,,,,"['process', 'download', 'register', 'set', 'wait']",,,,
