Predictions_Fold_0,Predictions_Fold_1,Predictions_Fold_2,Predictions_Fold_3,Predictions_Fold_4,Tokens_Fold_0,Tokens_Fold_1,Tokens_Fold_2,Tokens_Fold_3,Tokens_Fold_4
6.0,1.0,3.0,6.0,1.0,[],"['Foo', 'bar', 'baz', 'qux', 'HashMap']","['1', 'bar', 'foo', '2', 'map']",[],"['Thread', 'synchronized', 'race', 'ContentPack', 'objectMapper']"
6.0,4.0,4.0,6.0,0.0,[],"['A', 'B', 'C', 'auths', 'auths.iterator().next()']","['BoxOfFoo', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'BoxOfFoo.iterations']",[],"['ValueReference', 'writeValueAsString', 'ObjectMapper', 'true', 'false']"
6.0,6.0,1.0,3.0,0.0,"['Issue1393', 'Json', 'toJson', 'JsonFormat', 'assertJsonEqualsNonStrict']",[],"['EnumWithConstraint', 'values', 'clear', 'isSuccessful', 'size']","['foo', 'bar', 'baz', 'qux', 'additionalProperties']","['@type', 'float', '@value', '1.0', '42.4']"
6.0,6.0,4.0,0.0,0.0,[],[],"['PrimitiveBooleans', 'testResult', 'iterations', 'values', 'subList']","['@Test', 'test_empty_obj_toJson', 'Json', 'toJson', 'JsonFormat']","['@type', 'string', '@value', ', ']"
4.0,6.0,6.0,6.0,6.0,"['Enums', 'iterations', 'values', 'subList', 'set']",[],[],[],[]
6.0,4.0,1.0,1.0,6.0,[],"['EnumTester', 'iterations', 'testResult', 'isSuccessful', 'defaultPropertyTrialCount']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['PMML', 'model', 'getHeader', 'setTimestamp', 'toString']",[]
6.0,3.0,3.0,6.0,6.0,[],"['LocalDate', 'of', 'subList', 'HashSet', 'new']","['Byte', 'valueOf', 'List', 'asList', 'HashSet']",[],[]
3.0,3.0,1.0,1.0,6.0,"['some', 'values', 'HashSet', 'subList', 'new']","['2.7', '-3.14', 'WrapperDoubles', 'subList', 'HashSet']","['Short', 'valueOf', 'testResult', 'isSuccessful', 'WrapperShorts']","['ManyParameters', 'subList', 'iterations', 'firstTestCases', 'secondTestCases']",[]
1.0,3.0,1.0,3.0,3.0,"['WrapperChars', 'iterations', 'values', 'subList', 'HashSet']","['4', '5', 'subList', 'HashSet', 'asList']","['VoidParameter', 'iterations', 'testResult', 'isSuccessful', 'defaultPropertyTrialCount']","['Byte', 'valueOf', 'List', 'subList', 'HashSet']","['Byte', 'valueOf', 'subList', 'HashSet', 'new']"
1.0,1.0,1.0,3.0,3.0,"['ExplicitConversion', 'testResult', 'isSuccessful', 'iterations', 'testCases']","['ManyParameters', 'iterations', 'firstTestCases', 'secondTestCases', 'isSuccessful']","['ForDefaultNumberOfValues', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful', 'testResult']","['Z', 'z', 'PrimitiveChars', 'values', 'subList']","['1.7F', '-4.14F', 'WrapperFloats', 'subList', 'HashSet']"
3.0,1.0,1.0,3.0,1.0,"['PrimitiveIntegers', 'testResult', 'iterations', 'testCases', 'HashSet']","['PrimitiveChars', 'testResult', 'iterations', 'testCases', 'isSuccessful']","['ForSpecifiedNumberOfValues', 'iterations', 'testResult', 'isSuccessful', '5']","['3.2', '-4D', 'PrimitiveDoubles', 'subList', 'HashSet']","['WrapperLongs', 'iterations', 'subList', 'HashSet', 'values']"
1.0,3.0,4.0,3.0,1.0,"['WrapperBytes', 'testResult', 'isSuccessful', 'iterations', 'testCases']","['PrimitiveFloats', 'testResult', 'isSuccessful', 'testCases', 'HashSet']","['ForValuesOfMultipleParameters', 'testResult', 'foos', 'iterations', 'successful']","['1', '2', '3', 'PrimitiveIntegers', 'HashSet']","['UnmarkedBooleans', 'iterations', 'testCases', 'successful', 'HashSet']"
3.0,6.0,3.0,6.0,1.0,"['WrapperIntegers', 'testResult', 'iterations', 'testCases', 'HashSet']",[],"['true', 'false', 'PrimitiveBooleans', 'values', 'HashSet']",[],"['TestClass', 'iterations', 'testCases', 'Target', 'isSuccessful']"
1.0,3.0,3.0,1.0,1.0,"['Method', 'parameters', 'Annotations', 'List', 'get', 'size']","['WrapperFloats', 'testResult', 'isSuccessful', 'iterations', 'testCases']","['12', '-13', 'PrimitiveBytes', 'values', 'subList']","['WrapperBooleans', 'iterations', 'values', 'subList', 'isSuccessful']","['Enums', 'testResult', 'isSuccessful', 'iterations', 'testCases']"
6.0,1.0,3.0,3.0,4.0,[],"['WrapperLongs', 'testResult', 'iterations', 'testCases', 'isSuccessful']","['Z', 'z', 'PrimitiveChars', 'values', 'subList']","['Short', 'valueOf', 'subList', 'new', 'HashSet']","['PrimitiveBooleans', 'testResult', 'iterations', 'singleton', 'testCases']"
6.0,1.0,6.0,1.0,1.0,[],"['testResult', 'isSuccessful', 'iterations', 'defaultPropertyTrialCount', 'ArrayOfFunction']",[],"['EnumsUnmarked', 'class', 'allOf', 'RoundingMode', 'iterations']","['Test', 'acrossParametersOfSameArrayType', 'class', 'isSuccessful', 'iterations']"
3.0,6.0,6.0,6.0,6.0,"['LocalDate', 'of', 'subList', 'HashSet', 'new']",[],[],[],[]
3.0,1.0,1.0,1.0,4.0,"['some', 'values', 'HashSet', 'subList', 'new']","['ParametersOfSameType', 'testResult', 'iterations', 'isSuccessful', 'defaultPropertyTrialCount']","['WrapperBooleans', 'iterations', 'values', 'successful', 'HashSet']","['PrimitiveDoubles', 'testResult', 'isSuccessful', 'iterations', 'testCases']","['Enums', 'iterations', 'values', 'subList', 'set']"
3.0,1.0,4.0,1.0,6.0,"['14', '-15', 'WrapperBytes', 'values', 'subList']","['ForValuesOfMultipleParameters', 'testResult', 'isSuccessful', 'iterations', '21']","['PrimitiveDoubles', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful']","['Short', 'valueOf', 'List', 'HashSet', 'testResult']",[]
3.0,1.0,6.0,1.0,3.0,"['2.7', '-3.14', 'WrapperDoubles', 'subList', 'HashSet']","['ManyParameters', 'subList', 'HashSet', 'new', 'List']",[],"['Strings', 'testResult', 'isSuccessful', 'iterations', 'testCases']","['1', '2', '3', 'PrimitiveIntegers', 'HashSet']"
4.0,3.0,1.0,1.0,6.0,"['testResult', 'CtorOnly', 'iterations', 'defaultPropertyTrialCount', 'successful']","['3.2', '-4D', 'PrimitiveDoubles', 'subList', 'HashSet']","['PrimitiveLongs', 'iterations', 'testResult', 'isSuccessful', 'defaultPropertyTrialCount']","['WrapperBooleans', 'testResult', 'isSuccessful', 'iterations', 'singleton']",[]
6.0,1.0,4.0,1.0,4.0,[],"['WrapperChars', 'iterations', 'values', '@', '#']","['testResult', 'WrapperBytes', 'iterations', 'isSuccessful', 'defaultPropertyTrialCount']","['WrapperChars', 'testResult', 'iterations', 'testCases', 'isSuccessful']","['PrimitiveBytes', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful']"
1.0,3.0,6.0,1.0,4.0,"['OnlyTrumpsAlso', 'testResult', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations']","['1.7F', '-4.14F', 'WrapperFloats', 'subList', 'HashSet']",[],"['WrapperDoubles', 'testResult', 'isSuccessful', 'iterations', 'testCases']","['PrimitiveChars', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful']"
1.0,3.0,1.0,6.0,1.0,"['OnlyTrumpsGenerators', 'testResult', 'isSuccessful', 'defaultPropertyTrialCount', 'iterations']","['4', '5', 'subList', 'HashSet', 'asList']","['WrapperLongs', 'testResult', 'isSuccessful', 'iterations', 'defaultPropertyTrialCount']",[],"['PrimitiveFloats', 'testResult', 'isSuccessful', 'iterations', 'defaultPropertyTrialCount']"
1.0,3.0,6.0,6.0,6.0,"['WrapperChars', 'testResult', 'isSuccessful', 'iterations', 'defaultPropertyTrialCount']","['Short', 'valueOf', 'subList', 'new', 'HashSet']",[],[],[]
4.0,4.0,6.0,1.0,4.0,"['With arguments: [', 'FailedAssumptionDuringShrinking', 'shrinking', 'false', ')']","['testResult', 'ExplicitConversion', 'iterations', 'defaultPropertyTrialCount', 'ExplicitConversion.iterations']",[],"['AlsoHonorsGenerators', 'subList', 'values', 'iterations', 'HashSet']","['Leaf', 'testResult', 'isSuccessful', 'resourceAsString', 'bytesOut']"
6.0,1.0,4.0,1.0,6.0,[],"['ManyParameters', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful']","['Node', 'addkid', 'Graph', 'MHGDominatorsFinder', 'DominatorTree']","['WrapperLongs', 'iterations', 'subList', 'HashSet', 'values']",[]
4.0,6.0,6.0,4.0,6.0,"['testResult', 'PropertyBasedTests', 'LOGS', 'clearLogs', 'expectedStatements']",[],[],"['Enums', 'iterations', 'testResult', 'isSuccessful', 'defaultPropertyTrialCount']",[]
4.0,1.0,6.0,4.0,6.0,"['Leaf', 'testResult', 'isSuccessful', 'resourceAsString', 'bytesOut']","['Strings', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful']",[],"['PrimitiveShorts', 'testResult', 'iterations', 'defaultPropertyTrialCount', 'isSuccessful']",[]
6.0,6.0,6.0,1.0,1.0,[],[],[],"['WrapperBooleans', 'testResult', 'isSuccessful', 'iterations', 'defaultPropertyTrialCount']","['Map', 'Entry', 'adapter', 'entries', 'iterator']"
1.0,1.0,1.0,0.0,6.0,"['CollectionValuedMap', 'add', 'remove', 'expectedMap', 'fooMap']","['CouchbaseDocument', 'CustomObject', 'CustomObjectEntity', 'List', 'Map', 'BigDecimal']","['graph', 'Set', 'getConnectedComponents', 'System', 'out']","['@Test', 'wrapperDoubles', 'assertThat', 'isSuccessful', 'iterations']",[]
1.0,1.0,6.0,1.0,6.0,"['Thread', 'synchronized', 'race', 'volatile', 'executePostRequest']","['MockIterator', 'hasNext', 'next', 'Iterable', 'Set', 'LinkedHashSet']",[],"['ClientEndpoint', 'MessageEndpoint', 'session', 'CloseReason', 'CloseCodes']",[]
1.0,,,,,"['Path', 'MockDirectoryManager', 'mockLocalDumpFile', 'DumpProcessingController', 'StatisticsMwRevisionProcessor']",,,,
